URL,Company,Job,Salary,Location,Views,Responses,Category,Employment,Experience,English,Domain,Description
https://djinni.co/jobs/605868-marketing-team-lead,TEDDY,Marketing Team Lead,,Україна,86,34,Marketing,Тільки віддалено,5,Англійська: Upper-Intermediate,Домен: Healthcare / MedTech,"The Marketing Team Lead is a role responsible for overseeing and guiding the marketing team in developing and executing effective marketing strategies to achieve company goals. This role combines leadership, strategic thinking, and hands-on expertise in marketing to drive results and manage a team of marketing professionals.Key Responsibilities:1. Lead, mentor, and coach a team of marketing professionals, providing guidance and support for their professional development.2. Delegate tasks and assignments, ensuring efficient workflow and workload management within the team.3. Develop and execute comprehensive marketing strategies aligned with the company's objectives.4. Collaborate with the marketing team to create and implement campaigns that drive brand awareness, lead generation, and customer acquisition.5. Oversee content creation, ensuring high-quality, engaging, and relevant materials for various marketing channels, including blogs, social media, email marketing, and more.6. Manage digital marketing efforts, including SEO, SEM, PPC advertising, and social media marketing, to enhance the company's online presence and reach.7. Monitor marketing performance and analyze data to measure the effectiveness of campaigns.8. Manage the marketing budget effectively, allocating resources to maximize ROI while adhering to financial guidelines.Requirements: -  5+ years of experience in marketing, with a proven track record of successful marketing campaigns. -  Strong leadership and team management skills. -   Proficiency in digital marketing tools and analytics platforms.  -  Excellent communication and interpersonal skills.  -  Strategic thinking and the ability to develop and execute marketing strategies.  -  Creative problem-solving abilities.  -  Knowledge of the latest marketing trends and technologies.  - Project management skills to coordinate and prioritize tasks effectively."
https://djinni.co/jobs/568171-javascript-full-stack-engineer,CML Team,JavaScript Full-Stack Engineer,,"Велика Британія,     Україна (Київ)",291,77,Fullstack,Office або Remote,1,Англійська: Upper-Intermediate,Домен: Fintech,"Hi, we are looking for a talented and proactive full-stack engineer to join the startup team for a full-time fintech project.Requirements• Сommercial experience in software development• Strong knowledge of Node.js, React, Redux, Hooks, or Angular• Experience with SQL DBs• Good understanding of client-side and server-side architectures• Upper-intermediate level of EnglishWill be a plus• Experience with NoSQL DBs, cloud solutions such as AWS, Google Cloud• Experience with other back-end technologies (C#, Java 8+)• Knowledge of other front-end technologies (Vue)We offer• Tech talks, participating in hackathons and technical conferences around the world• Compensation package (20 paid vacation days, paid sick leaves);• Comfortable office in the heart of Kyiv and the ability to work remotely• Flexible work schedule"
https://djinni.co/jobs/605866-head-of-sales,TEDDY,Head of Sales,,Україна,42,11,Sales,Тільки віддалено,5,Англійська: Upper-Intermediate,Домен: Healthcare / MedTech,"Our client is a prominent player in the reproductive business, specializing in assisted reproductive technologies and reproductive healthcare services. They are committed to helping individuals and couples achieve their dreams of parenthood through cutting-edge medical solutions and compassionate care.As the Head of Sales, you will spearhead the sales strategies, drive revenue growth, and lead a team of dynamic sales professionals. Your role is pivotal in expanding client's market presence, building strong client relationships, and ensuring that their life-changing services reach those in need.Key Responsibilities:Develop and execute comprehensive sales strategies aligned with the company's objectives.Identify growth opportunities and market trends to maximize revenue.Lead and inspire a sales team, setting clear targets and objectives.Provide coaching, training, and mentorship to ensure the team's success.Build and maintain strong client relationships, understanding their needs and providing tailored solutions.Collaborate with the marketing team to enhance brand visibility and attract potential clients.Explore new business opportunities, partnerships, and collaborations to expand our client base.Conduct market research and analysis to identify emerging market segments.Monitor and analyze sales metrics, and report on sales performance to the executive team.Implement data-driven strategies to enhance sales effectiveness.Manage the sales budget, ensuring cost-effective operations and revenue growth.Uphold the highest ethical principles in client interactions and business dealings.Qualifications:Bachelor's degree in business, marketing, or a related field. MBA is a plus.Proven experience in sales leadership, ideally within the healthcare or reproductive business sector.Strong understanding of reproductive medicine and assisted reproductive technologies.Exceptional communication, negotiation, and interpersonal skills.Ability to build and lead a high-performing sales team.Ethical and dedicated to the mission of helping clients achieve their reproductive goals.Benefits:Competitive salary with performance-based bonuses.Comprehensive healthcare benefits.Ongoing professional development opportunities.A collaborative and supportive work environment.The opportunity to make a meaningful impact in the field of reproductive healthcare.Our client is an equal opportunity employer. If you're a sales leader with a passion for making a difference in reproductive healthcare, we encourage you to apply."
https://djinni.co/jobs/547737-devops-engineer,AMFG,DevOps engineer,,Україна,46,6,DevOps,Тільки віддалено,3,Англійська: Intermediate,Домен: SaaS,"AMFG is a high growth software business in industrial 3D Printing. Our software automates factories that use 3D Printing for global clients like BMW, L’Oreal, Henkel etc. Our vision is to deliver the autonomous factories of the future using cutting edge technology. We have offices across the UK, US, Portugal and Ukraine (Kyiv, Vinnitsa) with projects in over 20 countriesPurpose: responsible for interacting with members of the team to improve technology slack, engineers’ tools, and application stability and performance.Core responsibilities:Interact with team members to improve our engineers’ tools, technology stack, and application performance and stability.Establish, design, perform, and execute comprehensive technical projects to facilitate marketing efforts and goals.Assist the Monitoring as a Service (MaaS) platform development team to support the seamless deployment of their code.Resolve operational concerns through collaboration with upstream support groups and various engineering teams to plan updates on a quarterly or annual basis.Troubleshoot production issues to address technical commitments and boost sustainability.Expand the DevOps team by attracting exceptional teammates, and ensure their success by acting as a liaison between upper management and employees.Qualifications required:More than two years of experience in a DevOps Engineer role (or similar role); Bachelor’s Degree or Master’s in Computer Science, Engineering, Software Engineering or a relevant field.Gitlab CI/CD, nginx, Docker (Docker Compose), RabbitMQ, Redis, Postgres, MySqlStrong experience with KubernetesStrong experience with Amazon Services (EC2 / EKS / RDS)Strong experience with Linux-based infrastructures, Linux/Unix administration.Knowledge of Bash scripting and Javascript.Experience with open-source technologies and cloud services.Strong communication skills and ability to explain protocol and processes with team and management.Stellar troubleshooting skills with the ability to spot issues before they become problems.Current with industry trends, IT ops and industry best practices, and able to identify the ones we should implement.Time and project management skills, with the capability to prioritize and multitask as needed.Solid team player.Will be a plus:Azure, GCPCooperation with: QA teamCustomer Support teamDevelopment team"
https://djinni.co/jobs/605865-email-marketing-manager,BlueChip,Email Marketing manager,,"Україна (Київ),     Польща",30,4,Marketing,Office або Remote,1,Англійська: Upper-Intermediate,Домен: Gambling,"BlueChip is a large-scale gambling project funded by foreign investors. Our progressive growth is based on the constant improvement of the user experience and product, focused on providing our players with the highest quality, brightest, and most creative content.You will:– Creating drafts of email templates;– Editing of existing email templates in case of changes;– Testing of the email template/code for meeting mobile requirements and adaptive design of template;– Helping maintain general analytics data;– Help in A/B testing (with AI) – some routine activity;– Helping with future communication channels.You are:– 1+ years of experience in email marketing;– Create automated email flows, Personalization & Dynamic Content, email campaigns, emails templates, and work with site analytics;– Good Google Analytics and Google Tag Manager knowledge;– Experience with fasttrack-solutions (optional);– Experience with A/B testing;– Experience with promo sms, WhatsApp newsletter etc;– Basic Figma skills;– Great interest in marketing ;– English B2.THE PERKS:Being a part of the BlueChip team is a wonderful and rewarding experience. You’ll be in an environment with an incredibly diverse team of smart, kind, and motivated colleagues in the most inspiring and collaborative office space in the capital of Ukraine, with access to the best tools and platforms to develop your skills and succeed in your role.In addition, you will receive:– Competitive compensation based on experience and qualifications;– Career development opportunities;– Knowledge sharing;– Private health insurance;– Paid sick days;– Corporate events, parties, and activities;– Tea, coffee, refreshments, snacks, etc."
https://djinni.co/jobs/605863-sales-development-representative,PromoRepublic,Sales Development Representative,,Україна,32,8,Sales,Тільки віддалено,1,Англійська: Upper-Intermediate,Домен: SaaS,"We are hiring a Sales Development Representative with an experience in calls' booking. PromoRepublic is a local marketing platform that aids enterprise companies, marketing agencies, and SMBs in achieving success on social media.Responsibilities:– Raise awareness and generate interest for PromoRepublic through cold calling, personalized emails, and social outreach to prospective customers– Schedule meetings with Marketing and Operations roles– Conduct cold calls and contact warm leads– Engage in social selling on LinkedIn– Gain a solid understanding of PromoRepublic products and effectively convey their basics to othersWhat we’re looking for:– Minimum of 1 year of relevant work experience with a proven track record of exceeding sales quotas– Excellent written and verbal communication skills (in English)– Proficiency with sales tools (Salesforce, Outreach.io, and others)– Experience in cold callingBenefits:– Medical, insurance;– 15 PTO days per year + 10 paid holidaysWork Mode:- Remote/Office- This is a full-time position."
https://djinni.co/jobs/605864-frontend-react-developer-vinnytsia-ukraine-,Gemicle,"Frontend (React) Developer (Vinnytsia, Ukraine)",,Україна (Вінниця),130,26,JavaScript,Гібридна робота,5,Англійська: Upper-Intermediate,Домен: SaaS,"It is a high-growth SaaS company selling IT Service Management, a space that is being propelled into high growth as businesses worldwide accelerate their digital transformation and start to adopt new workstyles for their employees. The company is recognized in the Gartner Magic Quadrant for ITSM and is the mid-tier industry leader in Gartner Peer Insights. AWS awarded the company their Rising ISV Star Award for 2022.It has over 4,000 customers in 140 countries. Deployed in 42 different languages and used daily by over 100,000 system administrators. The software impacts the daily working lives of over 9 million end users.About the role:- Lead, initiate, and drive results while working closely and collaborating with peers, managers, and stakeholders.- Develop advanced, enterprise-grade, high-performance, and scalable web applications according to the newest, latest guidelines and best practices.- Continuously discover, evaluate, and implement new technologies to maximize development efficiency and quality.Requirements:- Great passion for building high-performance, beautifully architected products.- 5+ years of hands-on engineering with Front-end development- Deep familiarity with React, its design decisions, and different state management paradigms.- Deep knowledge of JS and its internals.- Deep understanding of the full web pipeline - from the browser to the backend.- Experience with HTML5, CSS3, browser behavior, page life-cycle, and DOM events.- Versed in Agile software engineering principles and practices.- B.Sc. Computer Science or similar.- Upper-Intermediate EnglishApply now and will contact you within 24 hours:)Start a new page of your fast career growth with us!"
https://djinni.co/jobs/605860-account-manager-with-english-b2-c1-saas-igami,Scaleo,"Account Manager with English B2/C1 (SaaS, iGaming, CPA)",,Україна,41,2,Project Manager,Гібридна робота,1,Англійська: Upper-Intermediate,Домен: SaaS,"Якщо ти маєш досвід роботи з Affiliate Marketing та/або iGaming індустріях, добре володієш англійською, то тобі до нас. З нами ти отримаєш безцінний досвід роботи в продуктовій компанії та зможеш дорости до рівня Key Account Manager із зарплатнею від $2.000.Scaleo — це SaaS продукт, який дозволяє компаніям створювати, аналізувати та керувати партнерською програмою. Використовується тисячами користувачів та обробляє мільйони запитів щодня. Клієнти переважно з Європи, UK, US, Азії та Австралії.Наша мета — створити платформу рівня Intercom або Asana, стати лідером в індустрії та змінити ринок.Якість товару та рівень сервісу визнані G2 як одні з найкращих в індустрії. G2: High Performer (Fall 2023) www.g2.com/products/scaleo/reviewsМи розшукуємо акаунт-менеджера у відділ клієнтського супроводу. Ти почнеш свою роботу із обробки вхідних запитів від клієнтів, паралельно будеш вивчати продукт і суміжні технології.Що потрібно буде робити:— Обробка вхідних запитів від клієнтів через онлайн-чат, чи E-mail;— Розв’язання типових кейсів;— Розв’язання кейсів різних рівнів складності за допомогою колег;— Вивчення продукту i технологій;— Робота за графіком.Ідеальний кандидат:— Досвід роботи та розуміння аффілейт (CPA), iGaming індустрій (MUST);— Англійська мова не нижче Upper-Intermediate (B2);— Досвід комунікації із клієнтами, або інший релевантний досвід роботи — від 1 року;— Досвід роботи з CRM-системами: Pipedrive і т. ін.;— Відповідальність, здатність швидко навчатися, ініціативність.Пропонуємо:— Атмосферу продуктової команди: драйв, великі цілі, перемоги;— Регулярний перегляд ЗП раз на рік;— Офіс у Сумах або можливість частково працювати віддалено;— Гнучка та оплачувана відпустка, лікарняні;— Можливість навчання за рахунок компанії;— Івенти з командою, необмежений холодильник.Готовий? Відправляй резюме!Про проектЗа допомогою нашої платформи будь-який бренд може легко створити свою партнерську програму та ефективно працювати зі своїми партнерами.Навіщо це потрібно?1. Зростаючий тренд. Ринок реклами в інтернеті дуже зростає, багато компаній збільшують бюджети. Ціна за платну рекламу у Google, Facebook зростає, компанії шукають альтернативні види маркетингу. Партнерський маркетинг є дуже вигідним для компаній. Де компанія оплачує партнеру відсоток із вже скоєного замовлення, а не платить за переходи з реклами.2. Зручність для підприємства. Наша платформа надає повний функціонал для роботи з партнерською сіткою, включаючи глибоку аналітику та візуалізацію даних.3. Зручність для партнерів. Для партнерів доступний окремий особистий кабінет з їхніми показниками та всіма потрібними даними.4. Ефективність (поки що у плані). За допомогою просунутого функціоналу, інтеграцій з іншими системами, автоматизації та AI буде можливо малими зусиллями керувати великою кількістю партнерів."
https://djinni.co/jobs/605861-react-developer,Come Back Agency,React Developer,1000-1500,Україна,711,314,JavaScript,Тільки віддалено,1,Англійська: Intermediate,,"Responsibilities:1. Develop new user-facing features using React.js.2. Optimize components for maximum performance across a vast array of web-capable devices and browsers.3. Translate UI/UX design wireframes into high-quality code that will produce visual elements of the application.4. Collaborate with other team members and stakeholders.5. Ensure the technical feasibility of UI/UX designs.6. Maintain and update our existing project codebase.7. Participate in code and design reviews to maintain our high development standardsRequirements:1. 2+ years of experience with React.js and its core principles.2. Familiarity with RESTful APIs.3. Knowledge of modern front-end build pipelines and tools.4. Experience with common React workflows (such as Flux or Redux).5. Familiarity with newer specifications of ECMAScript.6. Experience with data structure libraries (e.g., Immutable.js).7. Familiarity with modern front-end build tools, such as Babel, Webpack, NPM, etc.8. Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model.We offer:- Competitive salary.- Flexible work schedule/remote work.- Salary review every 6 months.What do we expect from you?- Self-organization and independence in work;- Attention to detail;- Constant learning."
https://djinni.co/jobs/605859-backend-developer,KaaIoT,Backend Developer,3000-4000,Україна (Київ),43,8,Node.js,Тільки віддалено,5,Англійська: Intermediate,,"Requirements:5+ years of experience in Software development;Strong knowledge of Node.js;Strong knowledge and understanding of asynchronous programming;Strong knowledge of PostgreSQL;Experience and understanding of SQL performance optimization;Experience working with high-load systems;Strong knowledge of TypeScript;Strong analytical and problem-solving skills;Experience with data migrations and/or backfilling;Intermediate level of English.Would be a plus:Experience with the development of queue-based systems;Experience with third-party integrations;Experience in using monitoring systems e.g. Grafana, DataDog, NewRelic;Understanding and applying one/all of SOLID, Layered, Modular architecture techniques;Experience with performance and memory optimization;Understanding of cloud-based stack AWS, GCP, Azure or similar;Understanding and experience of Angular.Responsibilities:Troubleshooting and bug fixing;Identifying bottlenecks and improving software efficiency;Providing support to customer go-lives.About the project:A project management platform is a versatile tool designed to streamline and organize various aspects of project management. It helps individuals and teams collaborate efficiently, plan and track tasks, and monitor progress toward project goals. These platforms typically offer a wide range of features to facilitate project management activities. Currently, the platform has integrations with over 80 modern tools and platforms. The product is used by over 800,000 teams worldwide, with daily usage reaching up to 20 million users per day. From the very beginning, the company has gained significant investments in its six years of existence, raising its capital to provide a more stable and optimized product for end customers.We are looking for a Backend Software engineer to improve the beautifully crafted product that helps millions of people worldwide to enjoy their remote work! You will be responsible to deliver production-ready functionality in a cross-functional team and will be able to reach millions of people with your best effort and working time as part of a multinational team of highly skilled developers."
https://djinni.co/jobs/597109-senior-rpa-developer-uipath-,IT-Rex - Staffing Services,Senior RPA Developer (UiPath),,"Грузія,     Польща,     Португалія",10,1,Other,Тільки віддалено,3,Англійська: Upper-Intermediate,Домен: Travel / Tourism,"Vacancy: Senior RPA Developer (UiPath)Location: Remote (Full-time)We are seeking a highly skilled RPA Developer with experience in UiPath to join our team. As UiPath Developer you will play a pivotal role in creating and implementing automation solutions using the UiPath platform.This role primarily focuses on supporting, maintaining, and further developing these platforms to ensure they operate seamlessly, engage end-users effectively, and maintain optimal functionality.Requirements:- Bachelor's degree in Computer Science or a related field.- A minimum of 4 years of hands-on experience in UiPath RPA development.- Proficiency in UiPath Studio, Orchestrator, and UiPath Robot.- Strong problem-solving and analytical skills.- Exceptional communication skills, both written and verbal.- Proven ability to work effectively both independently and collaboratively within a team.Responsibilities:- Develop, rigorously test, and implement automation solutions using the UiPath platform.- Collaborate closely with stakeholders to comprehensively understand business requirements and design tailored automation solutions.- Conduct solution reviews, identify any gaps, and ensure adherence to best practices.- Provide proficient support and troubleshooting for automation solutions. - Participate in design and code reviews to guarantee compliance with programming standards.- Create and maintain comprehensive process documentation for automation solutions. - Actively engage in cross-functional teams to drive the successful implementation of automation solutions."
https://djinni.co/jobs/558191-senior-full-stack-developer,WeSoftYou,Senior Full-Stack Developer,,Україна (Київ),82,7,Python,Office або Remote,5,Англійська: Upper-Intermediate,Домен: SaaS,"Join the team of innovative high-end web & mobile development leaders!WeSoftYou works with impact-first companies from all around the globe, using a data-driven approach and continuously increasing our operational effectiveness.We create web and mobile solutions, as well as custom B2B and B2C applications for various industries and business areas, including Healthcare, e-Learning, Retail, Web3, Fintech, and AdTech.👉 Required Tech Skills:— 5+ years of commercial experience with Python;— 2+ years experience with React, TypeScript, and Next JS 13;— Proficient experience with SQL Databases;— Experience with AWS services (lambda, dynamo) AWS CDK, CloudFormation templates;— Solid knowledge of suspense, lazy loading, optimistic updates, skeleton screens, empty states, Edge etc;— Styling using Tailwind (SCSS / Styled Components as a plus);— An agile mindset and experience with Scrum or other methodologies.👉 As a plus:— Experience with GraphQL, react-query, react-table, Unit tests(Jest, RTL).👉 Responsibilities:— Develop new features in the project;— Write reusable, testable code;— Reviewing the code of teammates;— Reviewing your implemented code on the dev environment;— Tracking your work time by Upwork tracker.👉 What we offer:🎁 Benefits program:— 18 working days of fully paid vacation, 5 days compensated sick leaves;— Coverage of taxes and free tax reporting support by our Financial department;— Help with individual entrepreneurs’ questions and accounting supportfinancial aid and additional days off for various occasions (e.g. marriage, childbirth, etc);— Internal educational events (WeThursdayYou);— Regular company updates from the CEO (Friday letter).😌 Comfortable Working conditions:— Flexible working hours;—Provision of required equipment;—Hybrid working model (remote or from a cozy office in the Kyiv center);👥 Community:To build community among our employees we keep going with:— Various corporate events (psychological training, based on employees’ needs to care about mental health, New Year celebration, summer party, team buildings, etc.);— Celebration of important personal and project milestones (project successes, B-days, anniversaries);— Open door culture (regular one-two-one meetings with HR/PM/Manager)morning online sports activities for all team members to care about physical health;— Support of team members during russian aggression (evacuation, safe accommodation in Western Ukraine, financial support for those who joined Armed Forces, donations, etc.)."
https://djinni.co/jobs/545333-inzhener-tekhnichnoyi-pidtrimki,Meest China,Інженер технічної підтримки,,Україна (Київ),27,,Sysadmin,Тільки офіс,2,,Домен: E-commerce / Marketplace,"Meest China — міжнародна поштово-логістична компанія, що спеціалізується на доставці комерційних вантажів та поштових посилок з Китаю до України та ще до рядку країн світу.Ми гарантуємо:- конкурентну, стабільну та своєчасну заробітну плату;- офіційне працевлаштування (оплачувані лікарняні, відпустки);- графік роботи: понеділок-п'ятниця 9.00−18.00 (або більш гнучкий: 8:00—17:00, 10:00—19:00), п’ятниця — на годину скорочений робочий день;- зручний та комфортний офіс за адресою: пр. Науки, 3 (поряд зі ст. метро «Деміївська»);- безкоштовні уроки китайської мови;- компенсацію вартості курсів англійської мови (від часткової до повної — в залежності від успішності);- через 3 місяці роботи є можливість обрати одну з пільг: медичне страхування, оплату тренажерного залу, компенсацію навчання або ж покриття витрат на робочий процес.Обов'язки:- закупівля всієї необхідної техніки, обладнання, витратних матеріалів, підтримка справності та функціональності техніки та обладнання;- обслуговування парку ПК близько 60 пристроїв (95% Windows і 5% iOS);- дистанційна підтримка користувачів;- створення/видалення облікових записів користувачів;- налаштування пристроїв на iOS/Android;- налаштування периферійних пристроїв (принтери, сканери, проектори, IP телефони, камери);- встановлення, налаштування роботи стандартного офісного програмного забезпечення та специфічного програмного забезпечення (графічні редактори, програми управління обладнанням);- підтримка співробітників з використання ПЗ та техніки;- моніторинг мережі робочих станцій серверів;- забезпечення безпеки мережі;- написання інструкцій для користувачів;- ведення технічної документації.Вимоги:- досвід роботи системним адміністратором у комерційних організаціях від 2 років;- практичний досвід роботи із системами Windows 7, Windows 8, Windows 8.1, Windows 10, iOS;- знання апаратного забезпечення настільних ПК, серверного обладнання, інструментів для ремонту та діагностики;- відмінні навички роботи з Microsoft Office, Microsoft 365 (та/або Exchange);- наявність знань про служби Active Directory, GPO, DNS та DHCP, мережі TCP/IP, VOIP, Linux (Centos, Ubuntu);- досвід налаштування та адміністрування локальної мережі (Mikrotik, DELL, Cisco, Unifi, HP) — буде перевагою;- орієнтація на клієнта, тактовність та доброзичливість, вміння доступно пояснювати.Чекаємо на резюме! Будемо раді співпраці!"
https://djinni.co/jobs/605858-senior-devops-engineer-irc201575-ukraine-pola,GlobalLogic,"Senior DevOps Engineer (IRC201575) (Ukraine, Poland, Romania)",,Україна,28,1,DevOps,Office або Remote,5,Англійська: Upper-Intermediate,,"Job DescriptionWe are looking for an experienced DevOps Engineer, who can help us create a cloud-agnostic version of a large solution we developed for Azure cloud.  We assume that the cloud-agnostic solution can be run on different kinds of VMs, and may work on-premise. So we don't request experience with any specific public cloud, but need good knowledge with the following tools and technologies.Must have:LinuxAnsibleKubernetes, HelmAdvanced scripting skills (Python, etc.)Good to have:KafkaPostgresAzure devopsElasticsearchGrafanaSome knowledge of Azure cloud will be a plus.Good written and spoken English is a mast-have for work in the international team.Our tech stack and tools include Java 8 and 11, Spring, Spring Boot, Servlets, REST API, ORMs (Hibernate, ScalikeJDBC, SLQ ( PostgreSQL, SQL Server), Maven, Git, Azure DevOps, Kafka, Docker, Kubernetes, ELK, and Prometheus.Job ResponsibilitiesAnalize existing infrastracture and CI pipelineDesign a new infrastructure and CI optimized for a cloud-agnostic solution.Implement infrastructure and CI based on IaC approachCooperate with the development teamContribute to other activities of our DevOps team Department/Project DescriptionA project within the Energy domain that covers Asset Performance Management (APM) and is designed to provide health and performance insights to prevent critical asset failures while optimizing asset lifecycle costs. The software you will be working on will help clients to:- Increased reliability by identifying, prioritizing, and resolving risks- Reduce maintenance costs by replacing the ineffective time-based practices- Lower capital expenditures by extending asset lifespanThis assignment is for a subproject destined to create a cloud-agnostic implementation of the product, that could be deployed on-premise, i.e. we need to perform migration of the software we developed for Azure to an on-premis platform, and replace/rework Azure-related calls to their cloud-agnostic version. Skill CategoryDevOpsKeyskills - Must HaveLinux Kubernetes Helm Ansible Python BashKeyskills - Nice to HaveKafka Postgres Azure Elastic Search Grafana"
https://djinni.co/jobs/605857-senior-c-software-engineer,Adaptiq,Senior C++ Software Engineer,,Польща,6,,C++,Тільки віддалено,3,Англійська: Upper-Intermediate,Домен: SaaS,"If you’re never satisfied with the status quo, and always pushing for more, you’ll fit right in here. SQream is helping the largest, most innovative companies in the world do things that weren’t even possible before. SQream offers 3 products: - GPU-based analytical data platform for petabyte-scale data (SQreamDB)- GPU-based data lakehouse that migrates, transforms, and queries complex, multi-terabyte scale datasets (SQream Blue)- Managed low-code ELT and analytics platform (Panoply) enables users to sync, store, and access all their business data.We are looking for a strong Senior C++ developer to join our core developer team, developing our massively parallel SQL query engine. Our team uses a mixture of in-house developed tools in order to develop a cutting-edge database which harnesses powerful NVidia GPUs. As a team member, you'll be involved in designing and developing new features for our core product components to be used in our on-prem and cloud based SQream DB solutions. Other responsibilities include maintaining existing C++ code, designing and implementing new features and abilities to the product, and being part of an agile development R&D organization.Responsibilities:● Be responsible for a diverse technology stack● Collaborate effectively. The role will require you to work closely with other Engineering teams ● Proactively look into new technologies available to us and, when appropriate, drive their adoption in the team● Run projects from conception to delivery● Promote modern technical approaches to every stage of software developmentRequirements:● Have at least 5 years of experience in C++, writing and maintaining large codebases● Bachelor’s Degree in Computer Science or equivalent degree● Experienced with Linux● Excellent technical communication● Strong problem-solving skills along ● Ability to work independently● Have a thorough knowledge of multi-threading, high-performance code● Highly motivated, confident, a quick learner and team playerAdvantage:● Familiar with Cloud computing architecture and implementation Have good familiarity with Database engines internals● Are experienced with GPUs, specifically CUDAApply for this position"
https://djinni.co/jobs/605855-backend-software-engineer,KaaIoT,Backend Software Engineer,3000-4000,Україна (Київ),21,4,Node.js,Тільки віддалено,5,Англійська: Intermediate,,"Requirements:5+ years of experience in Software development;Strong knowledge of Node.js;Strong knowledge and understanding of asynchronous programming;Strong knowledge of PostgreSQL;Experience and understanding of SQL performance optimization;Experience working with NoSQL databases;Experience working with high-load systems;Good knowledge of TypeScript;Strong analytical and problem-solving skills;Intermediate level of English.Would be a plus:Experience with the development of queue-based systems;Experience with third-party integrations;Experience working with DynamoDB;Experience in using monitoring systems e.g. Grafana, DataDog, NewRelic;Understanding and applying one/all of SOLID, Layered, Modular architecture techniques;Experience with performance and memory optimization;Understanding of cloud-based stack AWS, GCP, Azure or similar;Understanding and experience of Angular.Responsibilities:Troubleshooting and bug fixing;Identifying bottlenecks and improving software efficiency;Providing support to customer go-lives.About the project:A project management platform is a versatile tool designed to streamline and organize various aspects of project management. It helps individuals and teams collaborate efficiently, plan and track tasks, and monitor progress toward project goals. These platforms typically offer a wide range of features to facilitate project management activities. Currently, the platform has integrations with over 80 modern tools and platforms. The product is used by over 800,000 teams worldwide, with daily usage reaching up to 20 million users per day. From the very beginning, the company has gained significant investments in its six years of existence, raising its capital to provide a more stable and optimized product for end customers.We are looking for a Backend Software engineer to improve the beautifully crafted product that helps millions of people worldwide to enjoy their remote work! You will be responsible to deliver production-ready functionality in a cross-functional team and will be able to reach millions of people with your best effort and working time as part of a multinational team of highly skilled developers."
https://djinni.co/jobs/592444-middle-fullstack-node-js-vue-js-developer,OSKI solutions,Middle Fullstack Node.js + Vue.js developer,1300-2500,Україна,53,7,Node.js,Тільки віддалено,2,Англійська: Upper-Intermediate,,"We provide a full range of services in the development and support of websites, platforms, CRM, applications. Clients — USA, EU.Only candidates with UKRAINIAN citizenship.We are looking for an experienced Node.js Vue.js Developer who will join our team for our clientSkills & Requirements:• You’ve got at least 2,5 years of experience in JavaScript• You’ve worked with some of the modern JavaScript frameworks — Vue.js• Strong understanding of the Vue.js framework and its core principles;• You have solid experience with server-side development using Node.js• You have experience with NoSQL databases (ideally MongoDB)• You feel comfortable communicating in English• You’re passionate about solving new problems• You are always looking for the best solution from the business perspectiveNice to have:— Backend development experience will be an advantage;— Experience with another JS framework;— Experience in developing mobile applications.Interview stages:— Recruitment interview.— Technical interview.— Test task (on request)— Job OfferWe are offering:-Senior team;-Regular review;-Long-term employment;-Challenging projects;-Certifications;Responsibilities:-Code review.-Functionality improvements to an existing solution-Increasing system stability, testability, maintainability, and security"
https://djinni.co/jobs/590017-technical-writer,Lumen Global,Technical writer,,Україна (Вінниця),13,2,Technical Writing,"technical writing,        copywriting,        English,        Translation,        Microsoft Office,        Technical Communication,        analytical skills",1,Англійська: Intermediate,,"We are looking for a technical writer/ junior business analyst to join the team of a well-known Ukrainian R&D manufacturer working with European markets. The ideal candidate will be responsible for creating clear and concise technical documents that are understandable to users.The candidate will work closely with the development and testing teams.REQUIREMENTS:- Experience of writing a technical documentation from 5 months;- Excellent written and verbal communication skills with the ability to translate complex technical information into understandable language;- Detail oriented;- Understanding the basic principles of the development process. IT WILL BE A PLUS:Bachelor's degree in computer science or linguistics;Written English at an intermediate level;Experience in testing, business analysis, technical support.DUTIES:*Write technical documentation, including manuals and user guides;* Describe complex instructions in a way that can be understood by a wide range of users;* Update and edit technical documents written by other team members to ensure accuracy, clarity and readability.* Maintain and organize documentation repositories and ensure they are up-to-date and accessible.* Develop copies of documentation for printing at a printing house;* Collaborate with the development team to ensure accuracy, consistency, and quality of documentation.WE OFFER: *Competitive salary based on your professional experience.*Working for a company that creates its own product*Career growth*Free language courses*25 days of paid vacation"
https://djinni.co/jobs/597580-lead-generation-manager,Stan’s Assets,Lead Generation Manager,,Україна,14,3,Lead Generation,Тільки віддалено,1,Англійська: Advanced/Fluent,Домен: Gamedev,"Required qualification:- Minimum 1 years of experience in lead generation/ business development/ sales or marketing roles in IT.- Writing English — C1 (Advanced).- Experience with LinkedIn, Sales Navigator, UpWork , email marketing platforms, etc.Responsibilities:- Research, database creation and initial outreach to the cold leads in LinkedIn, via email, events or other means.- First contact and lead qualification."
